,size_x,size_y,boolean_x,float_x,integer_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
75,10.0,2,0,0,1,0,0,0,0,1,0.006485982798039913
76,2.0,4200000,1,0,0,0,0,0,1,0,0.0015646248357370496
77,2.0,3,1,0,0,0,0,0,1,0,0.03839870169758797
78,300.0,600,0,0,0,1,0,0,0,1,0.12482347339391708
79,300.0,7,0,0,0,1,0,0,0,1,0.0016243235440924764
80,70.0,100,0,0,0,1,0,0,1,0,0.0006932145333848894
81,10.0,1,0,0,1,0,0,0,1,0,0.9904550909996033
82,10.0,5,0,0,0,1,0,0,0,1,0.026002654805779457
83,30.0,50,0,0,0,1,0,0,0,1,0.002065190114080906
84,5.0,30,0,0,1,0,0,0,0,1,0.00029684582841582596
85,30.0,3,0,0,0,1,0,0,0,1,0.21561770141124725
86,15.0,2,0,0,0,1,1,0,0,0,0.012475773692131042
87,2.0,2,1,0,0,0,0,0,0,1,0.0019507682882249355
88,2.0,5,1,0,0,0,0,0,1,0,0.0007316971896216273
89,2.0,30,1,0,0,0,0,0,0,1,0.00011357728362781927
90,5.0,600,0,0,1,0,0,0,0,1,0.006209967657923698
91,5.0,11,0,0,1,0,0,0,0,1,0.07668059319257736
92,5.0,15,0,0,1,0,0,0,0,1,0.0065035028383135796
93,10.0,30,0,0,1,0,0,0,0,1,0.147425577044487
94,2.0,100,1,0,0,0,0,0,1,0,7.243425352498889e-05
95,40.0,60,0,0,0,1,0,0,0,1,0.009829354472458363
96,0.11,100,0,1,0,0,0,0,1,0,2.0559053155011497e-05
97,70.0,310,0,0,0,1,0,1,0,0,0.015283193439245224
98,50.0,60,0,0,0,1,0,0,0,1,0.007445471361279488
99,300.0,5,0,0,0,1,0,0,1,0,0.0027501971926540136
100,0.11,70,0,1,0,0,0,0,0,1,0.00014337903121486306
101,10.0,30,0,0,1,0,0,0,0,1,0.1496836543083191
102,2.0,15,1,0,0,0,0,0,0,1,0.000380921148462221
103,2.0,60,1,0,0,0,0,0,0,1,0.00023774293367750943
104,2.0,15,1,0,0,0,0,0,0,1,0.0003710856835823506
105,5.0,7,0,0,1,0,0,0,0,1,0.00020906978170387447
106,0.11,100,0,1,0,0,0,0,1,0,2.013862285821233e-05
107,0.11,20,0,1,0,0,0,0,0,1,0.0006313030025921762
108,40.0,5,0,0,0,1,0,0,0,1,0.00906888023018837
109,2.0,5,1,0,0,0,0,0,1,0,0.0003485032357275486
110,0.3,5,0,1,0,0,0,0,1,0,0.0010144129628315568
111,10.0,7,0,0,0,1,0,0,0,1,0.05395257845520973
112,20.0,5,0,0,0,1,0,0,0,1,0.0010960903018712997
113,10.0,1,0,0,1,0,0,0,1,0,0.9926702976226807
114,70.0,1,0,0,0,1,0,0,1,0,0.007688047364354134
115,500000.0,15,0,0,1,0,0,0,0,1,0.001188959344290197
116,2.0,600,1,0,0,0,0,0,0,1,0.005317392759025097
117,2.0,3,1,0,0,0,0,0,1,0,0.03891264274716377
118,2.0,1,1,0,0,0,0,0,1,0,0.0004011683049611747
119,0.11,35,0,1,0,0,0,0,0,1,0.012960153631865978
120,10.0,5,0,0,0,1,0,0,0,1,0.02670944109559059
121,50.0,5,0,0,0,1,0,0,1,0,0.0001257627591257915
122,15.0,3,0,0,0,1,0,0,1,0,0.022729553282260895
123,60.0,3,0,0,0,1,0,0,0,1,0.15187613666057587
124,300.0,100,0,0,0,1,0,0,1,0,0.0001326364726992324
125,11.0,70,0,0,0,1,0,0,0,1,0.023579733446240425
126,60.0,4500,0,0,0,1,0,0,1,0,0.0012683323584496975
127,2.0,100,1,0,0,0,0,0,1,0,1.4826387996436097e-05
128,15.0,1,0,0,0,1,0,0,1,0,0.0009424126474186778
129,70.0,310,0,0,0,1,0,1,0,0,0.014964044094085693
130,2.0,100,1,0,0,0,0,0,1,0,0.00019129191059619188
131,0.3,7,0,1,0,0,0,0,0,1,0.0004614758654497564
