size1,size2,date_x,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
40,2,0,1,0,0,0,0,1,0,0.026913577690720558
40,3,0,1,0,0,0,0,1,0,0.24105416238307953
40,4,0,1,0,0,0,1,0,0,0.007908791303634644
40,3,0,1,0,0,1,0,0,0,0.0044222609139978886
40,0,0,1,0,0,0,0,1,0,0.12021923810243607
40,8,0,1,0,0,0,0,0,1,0.0914064347743988
40,15,0,1,0,0,0,0,1,0,0.0028374334797263145
9,7,0,0,1,0,0,0,1,0,0.004357375204563141
9,3,0,0,1,0,0,0,1,0,0.0381026528775692
9,4,0,0,1,0,0,1,0,0,0.5364367365837097
9,3,0,0,1,0,1,0,0,0,0.13959147036075592
9,20,0,0,1,0,0,0,1,0,0.3824614882469177
9,0,0,0,1,0,0,0,1,0,0.006557126063853502
9,4,0,0,1,0,0,0,1,0,0.6486296653747559
9,8,0,0,1,0,0,0,0,1,0.42661744356155396
9,15,0,0,1,0,0,0,1,0,0.05482495576143265
10,30,0,0,1,0,0,1,0,0,0.16262947022914886
10,7,0,0,1,0,0,0,1,0,0.05023517832159996
10,2,0,0,1,0,0,0,1,0,0.027003416791558266
10,0,0,0,1,0,0,0,1,0,0.006834378466010094
10,4,0,0,1,0,0,0,1,0,0.041665446013212204
10,8,0,0,1,0,0,0,0,1,0.09236683696508408
10,15,0,0,1,0,0,0,1,0,0.1247265487909317
3,30,1,0,0,0,0,1,0,0,0.010677309706807137
3,7,1,0,0,0,0,0,1,0,0.14394371211528778
3,2,1,0,0,0,0,0,1,0,0.18000905215740204
3,4,1,0,0,0,0,1,0,0,0.1526581048965454
3,3,1,0,0,0,1,0,0,0,0.0034348592162132263
3,20,1,0,0,0,0,0,1,0,0.004998599644750357
3,0,1,0,0,0,0,0,1,0,0.007705907803028822
3,8,1,0,0,0,0,0,0,1,0.011560263112187386
5,30,0,0,1,0,0,1,0,0,0.0032717150170356035
5,7,0,0,1,0,0,0,1,0,0.07988692075014114
5,3,0,0,1,0,0,0,1,0,0.09595337510108948
5,4,0,0,1,0,0,1,0,0,0.00943676196038723
5,3,0,0,1,0,1,0,0,0,0.0012012223014608026
5,0,0,0,1,0,0,0,1,0,0.06821615248918533
5,4,0,0,1,0,0,0,1,0,0.0013547635171562433
5,8,0,0,1,0,0,0,0,1,0.018534736707806587
2,7,0,0,1,0,0,0,1,0,0.2332044094800949
2,2,0,0,1,0,0,0,1,0,0.134332537651062
2,3,0,0,1,0,0,0,1,0,0.13067610561847687
2,3,0,0,1,0,1,0,0,0,0.014016905799508095
2,0,0,0,1,0,0,0,1,0,0.02146581932902336
2,4,0,0,1,0,0,0,1,0,0.008007288910448551
2,8,0,0,1,0,0,0,0,1,0.18962490558624268
2,15,0,0,1,0,0,0,1,0,0.003620336763560772
8,30,0,0,0,1,0,1,0,0,0.1591472029685974
8,7,0,0,0,1,0,0,1,0,0.015650229528546333
8,3,0,0,0,1,0,0,1,0,0.8789924383163452
8,4,0,0,0,1,0,1,0,0,0.00659641157835722
8,3,0,0,0,1,1,0,0,0,0.3614257872104645
8,0,0,0,0,1,0,0,1,0,0.0018005421152338386
8,4,0,0,0,1,0,0,1,0,0.013062447309494019
8,15,0,0,0,1,0,0,1,0,0.004861555993556976
8,30,0,0,0,1,0,1,0,0,0.4194636642932892
8,2,0,0,0,1,0,0,1,0,0.005681746173650026
8,3,0,0,0,1,0,0,1,0,0.09386111050844193
8,4,0,0,0,1,0,1,0,0,0.4530303180217743
8,3,0,0,0,1,1,0,0,0,0.007863991893827915
8,0,0,0,0,1,0,0,1,0,0.3059195578098297
8,8,0,0,0,1,0,0,0,1,0.3162088692188263
8,15,0,0,0,1,0,0,1,0,0.01869937777519226
3,7,0,0,1,0,0,0,1,0,0.06007477641105652
3,2,0,0,1,0,0,0,1,0,0.016076821833848953
3,3,0,0,1,0,0,0,1,0,0.1889372318983078
3,4,0,0,1,0,0,1,0,0,0.020457521080970764
3,3,0,0,1,0,1,0,0,0,0.1329764723777771
3,20,0,0,1,0,0,0,1,0,0.01986597664654255
3,0,0,0,1,0,0,0,1,0,0.038966160267591476
3,8,0,0,1,0,0,0,0,1,0.004486527293920517
40,2,0,0,1,0,0,0,1,0,0.11614561825990677
40,3,0,0,1,0,0,0,1,0,0.11146367341279984
40,3,0,0,1,0,1,0,0,0,0.04790857434272766
40,20,0,0,1,0,0,0,1,0,0.03591785579919815
40,0,0,0,1,0,0,0,1,0,0.020696472376585007
40,15,0,0,1,0,0,0,1,0,0.004407071974128485
13,4,0,0,1,0,0,1,0,0,0.0032157856039702892
13,50,0,0,1,0,0,0,1,0,0.023467039689421654
13,40,0,0,1,0,0,0,1,0,0.30249688029289246
13,30,0,0,1,0,0,0,1,0,0.011137877590954304
7,7,0,0,1,0,0,0,1,0,0.030429702252149582
7,4,0,0,1,0,0,1,0,0,0.0358903631567955
7,70,0,0,1,0,0,0,1,0,0.004334086086601019
7,50,0,0,1,0,0,0,1,0,0.006462818942964077
7,40,0,0,1,0,0,0,1,0,0.24240358173847198
7,30,0,0,1,0,0,0,1,0,0.009657060727477074
16,4,0,0,1,0,0,1,0,0,0.005910519510507584
16,70,0,0,1,0,0,0,1,0,0.052873581647872925
16,50,0,0,1,0,0,0,1,0,0.7084269523620605
16,40,0,0,1,0,0,0,1,0,0.008862948045134544
16,30,0,0,1,0,0,0,1,0,0.0007308184285648167
56,7,0,1,0,0,0,0,1,0,0.009532014839351177
56,4,0,1,0,0,0,1,0,0,0.04132424294948578
56,70,0,1,0,0,0,0,1,0,0.16877847909927368
56,50,0,1,0,0,0,0,1,0,0.04369450733065605
56,40,0,1,0,0,0,0,1,0,0.0006007018382661045
56,30,0,1,0,0,0,0,1,0,0.08064115047454834
60,4,0,0,1,0,0,1,0,0,0.07606660574674606
60,70,0,0,1,0,0,0,1,0,0.04227273911237717
60,50,0,0,1,0,0,0,1,0,0.13622884452342987
60,40,0,0,1,0,0,0,1,0,0.13211122155189514
30,7,0,0,1,0,0,0,1,0,0.272785484790802
30,4,0,0,1,0,0,1,0,0,0.026372820138931274
30,70,0,0,1,0,0,0,1,0,0.00727937463670969
30,30,0,0,1,0,0,0,1,0,0.04634106159210205
25,7,0,0,1,0,0,0,1,0,0.014571262523531914
25,4,0,0,1,0,0,1,0,0,0.010552121326327324
25,70,0,0,1,0,0,0,1,0,0.5290594100952148
6,7,0,0,1,0,0,0,1,0,0.46357905864715576
6,50,0,0,1,0,0,0,1,0,0.36014750599861145
6,30,0,0,1,0,0,0,1,0,0.013174694962799549
100,7,0,0,1,0,0,0,1,0,0.00417928583920002
100,4,0,0,1,0,0,1,0,0,0.0005256079020909965
100,70,0,0,1,0,0,0,1,0,0.008792966604232788
100,50,0,0,1,0,0,0,1,0,0.013227812945842743
100,40,0,0,1,0,0,0,1,0,0.0027819231618195772
100,30,0,0,1,0,0,0,1,0,0.12726984918117523
70,7,0,0,1,0,0,0,1,0,0.016170181334018707
70,70,0,0,1,0,0,0,1,0,0.019675470888614655
70,40,0,0,1,0,0,0,1,0,0.7302367687225342
70,30,0,0,1,0,0,0,1,0,0.011574242264032364
40,4,0,0,1,0,0,1,0,0,0.040122032165527344
40,70,0,0,1,0,0,0,1,0,0.11177366226911545
40,50,0,0,1,0,0,0,1,0,0.17575979232788086
40,40,0,0,1,0,0,0,1,0,0.03291871398687363
40,30,0,0,1,0,0,0,1,0,0.11142764985561371
7,8,0,0,1,0,0,0,1,0,0.08730172365903854
7,25,0,0,1,0,0,0,1,0,0.00033907772740349174
7,40,0,0,1,0,0,0,1,0,0.014078961685299873
7,2,0,0,1,0,0,1,0,0,0.005026870872825384
4,8,0,1,0,0,0,0,1,0,0.4766557216644287
4,25,0,1,0,0,0,0,1,0,0.13444723188877106
4,40,0,1,0,0,0,0,1,0,0.0066644190810620785
4,15,0,1,0,0,0,0,1,0,0.18717601895332336
4,2,0,1,0,0,0,1,0,0,0.5796857476234436
70,8,0,0,1,0,0,0,1,0,0.00726369908079505
70,25,0,0,1,0,0,0,1,0,0.07412966340780258
70,40,0,0,1,0,0,0,1,0,0.009576326236128807
70,2,0,0,1,0,0,1,0,0,0.05323242023587227
70,60,0,0,1,0,0,0,1,0,0.027414925396442413
50,40,0,0,1,0,0,0,1,0,0.3345499634742737
50,15,0,0,1,0,0,0,1,0,0.45250096917152405
40,8,0,0,1,0,0,0,1,0,0.111396923661232
40,25,0,0,1,0,0,0,1,0,0.27782556414604187
40,40,0,0,1,0,0,0,1,0,0.022110112011432648
40,60,0,0,1,0,0,0,1,0,0.013873365707695484
30,25,0,0,1,0,0,0,1,0,0.0043691908940672874
30,40,0,0,1,0,0,0,1,0,0.11553901433944702
30,2,0,0,1,0,0,1,0,0,0.35459864139556885
30,60,0,0,1,0,0,0,1,0,0.48291200399398804
15,3,0,0,1,0,0,0,1,0,0.9211045503616333
15,4,0,0,1,0,0,0,1,0,0.0004088130663149059
15,4,0,0,1,0,0,1,0,0,0.0056157344952225685
15,2,0,0,1,0,0,1,0,0,0.039584215730428696
15,50,0,0,1,0,0,0,1,0,0.002788395853713155
15,150,0,0,1,0,0,0,1,0,0.0019381404854357243
10,3,0,0,1,0,0,0,1,0,0.00663547171279788
10,4,0,0,1,0,0,1,0,0,0.763884961605072
10,50,0,0,1,0,0,0,1,0,0.0512344166636467
10,150,0,0,1,0,0,0,1,0,0.18328802287578583
8,3,0,0,0,1,0,0,1,0,0.0049019670113921165
8,4,0,0,0,1,0,0,1,0,0.004596042446792126
8,4,0,0,0,1,0,1,0,0,0.013177715241909027
8,4000,0,0,0,1,0,0,1,0,0.9184659123420715
8,50,0,0,0,1,0,0,1,0,0.13089029490947723
8,150,0,0,0,1,0,0,1,0,0.07871905714273453
60,3,0,0,1,0,0,0,1,0,0.017665453255176544
60,4,0,0,1,0,0,0,1,0,0.05339682102203369
60,4,0,0,1,0,0,1,0,0,0.019205795601010323
60,4000,0,0,1,0,0,0,1,0,0.014222273603081703
60,50,0,0,1,0,0,0,1,0,0.1404772847890854
60,150,0,0,1,0,0,0,1,0,0.012391590513288975
3,8,0,0,1,0,0,0,1,0,0.0026738091837614775
3,300,0,0,1,0,0,0,1,0,0.07304207235574722
3,150,0,0,1,0,0,0,1,0,0.0169355571269989
3,40,0,0,1,0,0,0,1,0,0.007144733797758818
4,8,0,0,1,0,0,0,1,0,0.011850065551698208
4,300,0,0,1,0,0,0,1,0,0.06974970549345016
4,150,0,0,1,0,0,0,1,0,0.019415630027651787
4,40,0,0,1,0,0,0,1,0,0.007150130812078714
4,8,0,1,0,0,0,0,1,0,0.3142930567264557
4,150,0,1,0,0,0,0,1,0,0.008864829316735268
4,40,0,1,0,0,0,0,1,0,0.048529043793678284
4000,8,0,0,1,0,0,0,1,0,0.02787027321755886
4000,300,0,0,1,0,0,0,1,0,0.02780861407518387
4000,150,0,0,1,0,0,0,1,0,0.0009962437907233834
4000,40,0,0,1,0,0,0,1,0,0.03811231628060341
2,300,0,1,0,0,0,0,1,0,0.03974970430135727
2,150,0,1,0,0,0,0,1,0,0.25680696964263916
2,40,0,1,0,0,0,0,1,0,0.04624532535672188
50,8,0,0,1,0,0,0,1,0,0.019212452694773674
50,150,0,0,1,0,0,0,1,0,0.33736979961395264
50,40,0,0,1,0,0,0,1,0,0.002975886920467019
150,8,0,0,1,0,0,0,1,0,0.0024833667557686567
150,150,0,0,1,0,0,0,1,0,0.0014254560228437185
8,650,0,0,1,0,0,0,1,0,0.14609315991401672
8,100,0,0,1,0,0,0,1,0,0.006843676790595055
8,30,0,0,1,0,0,0,1,0,0.0104773985221982
8,170,0,0,1,0,0,0,1,0,0.002883095294237137
8,4,0,0,1,0,0,0,1,0,0.011281200684607029
8,160,0,0,1,0,0,0,1,0,0.0040310644544661045
25,100,0,0,1,0,0,0,1,0,0.24267984926700592
25,30,0,0,1,0,0,0,1,0,0.3140530586242676
25,160,0,0,1,0,0,0,1,0,0.00570275355130434
25,70,0,0,1,0,0,0,1,0,0.07746056467294693
40,650,0,0,1,0,0,0,1,0,0.1843806356191635
40,100,0,0,1,0,0,0,1,0,0.010378812439739704
40,30,0,0,1,0,0,0,1,0,0.8749930262565613
40,170,0,0,1,0,0,0,1,0,0.003404265269637108
40,4,0,0,1,0,0,0,1,0,0.006794487126171589
40,160,0,0,1,0,0,0,1,0,0.001966330222785473
15,650,0,0,1,0,0,0,1,0,0.006789340637624264
15,100,0,0,1,0,0,0,1,0,0.006372999865561724
15,30,0,0,1,0,0,0,1,0,0.00798509269952774
15,170,0,0,1,0,0,0,1,0,0.08828411251306534
15,4,0,0,1,0,0,0,1,0,0.017759650945663452
15,160,0,0,1,0,0,0,1,0,0.026644449681043625
15,70,0,0,1,0,0,0,1,0,0.4868778586387634
2,650,0,1,0,0,0,0,1,0,0.19584991037845612
2,100,0,1,0,0,0,0,1,0,0.2694605886936188
2,30,0,1,0,0,0,0,1,0,0.1831934005022049
2,160,0,1,0,0,0,0,1,0,0.005789925344288349
2,70,0,1,0,0,0,0,1,0,0.14930668473243713
60,650,0,0,1,0,0,0,1,0,0.0010616538347676396
60,30,0,0,1,0,0,0,1,0,0.013702835887670517
60,170,0,0,1,0,0,0,1,0,0.006030944176018238
60,4,0,0,1,0,0,0,1,0,0.13218954205513
60,160,0,0,1,0,0,0,1,0,0.04770417883992195
60,70,0,0,1,0,0,0,1,0,0.31702765822410583
5,15,0,0,1,0,0,0,1,0,0.033749595284461975
5,4,0,0,1,0,0,0,1,0,0.029499156400561333
5,5,0,0,1,0,0,0,1,0,0.002980015240609646
5,5,0,0,1,0,0,0,1,0,0.006887086201459169
5,3,0,0,1,0,1,0,0,0,0.0015314834890887141
5,2,0,0,1,0,0,0,1,0,0.00894953589886427
5,40,0,0,1,0,0,0,1,0,0.2951242923736572
5,3,0,0,1,0,0,1,0,0,0.013754269108176231
5,3,0,0,1,0,0,1,0,0,0.006737852934747934
5,41,0,0,1,0,0,1,0,0,0.56223064661026
5,45,0,0,1,0,0,1,0,0,0.05781389772891998
5,45,0,0,1,0,0,1,0,0,0.001162010245025158
5,3,0,0,1,0,0,0,1,0,0.009597043506801128
5,8,0,0,1,0,0,0,0,1,0.009539510123431683
5,20,0,0,1,0,0,0,1,0,0.004954180680215359
2,15,1,0,0,0,0,0,1,0,0.0017034870106726885
2,4,1,0,0,0,0,0,1,0,0.7090420126914978
2,4,1,0,0,0,0,0,1,0,0.26556238532066345
2,5,1,0,0,0,0,0,1,0,0.915741503238678
2,5,1,0,0,0,0,0,1,0,0.116576187312603
2,3,1,0,0,0,1,0,0,0,0.025677673518657684
2,2,1,0,0,0,0,0,1,0,0.09118460863828659
2,3,1,0,0,0,0,1,0,0,0.006115059368312359
2,41,1,0,0,0,0,1,0,0,0.044621292501688004
2,41,1,0,0,0,0,1,0,0,0.03130684420466423
2,15,1,0,0,0,0,0,1,0,0.10667452961206436
2,45,1,0,0,0,0,1,0,0,0.008967121131718159
2,3,1,0,0,0,0,0,1,0,0.07174216955900192
2,3,1,0,0,0,0,0,1,0,0.7546985149383545
2,1,1,0,0,0,0,0,1,0,0.5289254784584045
2,8,1,0,0,0,0,0,0,1,0.6098204255104065
2,20,1,0,0,0,0,0,1,0,0.7274648547172546
15,4,0,0,1,0,0,0,1,0,0.6060651540756226
15,5,0,0,1,0,0,0,1,0,0.03443155437707901
15,5,0,0,1,0,0,0,1,0,0.3479701578617096
15,3,0,0,1,0,1,0,0,0,0.10457155853509903
15,2,0,0,1,0,0,0,1,0,0.0005360323702916503
15,3,0,0,1,0,0,1,0,0,0.4128186106681824
15,45,0,0,1,0,0,1,0,0,0.11060503125190735
15,3,0,0,1,0,0,0,1,0,0.5063438415527344
15,3,0,0,1,0,0,0,1,0,0.016741247847676277
15,1,0,0,1,0,0,0,1,0,0.03137507289648056
15,8,0,0,1,0,0,0,0,1,0.007196976337581873
30,4,0,0,1,0,0,0,1,0,0.03656331077218056
30,4,0,0,1,0,0,0,1,0,0.00036633468698710203
30,5,0,0,1,0,0,0,1,0,0.4150024354457855
30,5,0,0,1,0,0,0,1,0,0.08783391118049622
30,3,0,0,1,0,1,0,0,0,0.06931780278682709
30,40,0,0,1,0,0,0,1,0,0.3193901777267456
30,3,0,0,1,0,0,1,0,0,0.033264756202697754
30,3,0,0,1,0,0,1,0,0,0.001972045749425888
30,41,0,0,1,0,0,1,0,0,0.001246588653884828
30,41,0,0,1,0,0,1,0,0,0.007195436395704746
30,15,0,0,1,0,0,0,1,0,0.005722525529563427
30,45,0,0,1,0,0,1,0,0,0.025578200817108154
30,3,0,0,1,0,0,0,1,0,0.2907872796058655
30,3,0,0,1,0,0,0,1,0,0.37896227836608887
30,1,0,0,1,0,0,0,1,0,0.008389746770262718
30,8,0,0,1,0,0,0,0,1,0.002602037973701954
10,15,0,0,1,0,0,0,1,0,0.01160019263625145
10,4,0,0,1,0,0,0,1,0,0.7871030569076538
10,5,0,0,1,0,0,0,1,0,0.12693366408348083
10,5,0,0,1,0,0,0,1,0,0.012844852171838284
10,40,0,0,1,0,0,0,1,0,0.03288055211305618
10,3,0,0,1,0,0,1,0,0,0.07455075532197952
10,3,0,0,1,0,0,1,0,0,0.011075706221163273
10,41,0,0,1,0,0,1,0,0,0.052510038018226624
10,45,0,0,1,0,0,1,0,0,0.0007258585537783802
10,45,0,0,1,0,0,1,0,0,0.008885849267244339
10,3,0,0,1,0,0,0,1,0,0.009294562041759491
10,3,0,0,1,0,0,0,1,0,0.0007247504545375705
10,20,0,0,1,0,0,0,1,0,0.007715335115790367
12,15,0,0,1,0,0,0,1,0,0.009354674257338047
12,5,0,0,1,0,0,0,1,0,0.0352894626557827
12,5,0,0,1,0,0,0,1,0,0.14025422930717468
12,3,0,0,1,0,1,0,0,0,0.0022125968243926764
12,2,0,0,1,0,0,0,1,0,0.006876339204609394
12,40,0,0,1,0,0,0,1,0,0.5458794832229614
12,3,0,0,1,0,0,1,0,0,0.01729322224855423
12,41,0,0,1,0,0,1,0,0,0.028396787121891975
12,15,0,0,1,0,0,0,1,0,0.27090075612068176
12,45,0,0,1,0,0,1,0,0,0.2172170877456665
12,45,0,0,1,0,0,1,0,0,0.11476841568946838
12,3,0,0,1,0,0,0,1,0,0.04611990600824356
12,1,0,0,1,0,0,0,1,0,0.07979466021060944
12,8,0,0,1,0,0,0,0,1,0.04551305994391441
12,20,0,0,1,0,0,0,1,0,0.00046574173029512167
8,15,0,0,0,1,0,0,1,0,0.004253314342349768
8,4,0,0,0,1,0,0,1,0,0.1919155865907669
8,5,0,0,0,1,0,0,1,0,0.016468537971377373
8,3,0,0,0,1,1,0,0,0,0.3074699640274048
8,2,0,0,0,1,0,0,1,0,0.05486541613936424
8,40,0,0,0,1,0,0,1,0,0.008647055365145206
8,3,0,0,0,1,0,1,0,0,0.0018981682369485497
8,3,0,0,0,1,0,1,0,0,0.7137623429298401
8,41,0,0,0,1,0,1,0,0,0.22303089499473572
8,45,0,0,0,1,0,1,0,0,0.1987488567829132
8,3,0,0,0,1,0,0,1,0,0.04271704703569412
8,3,0,0,0,1,0,0,1,0,0.12892377376556396
8,1,0,0,0,1,0,0,1,0,0.009161199443042278
8,8,0,0,0,1,0,0,0,1,0.05634899064898491
8,20,0,0,0,1,0,0,1,0,0.021142248064279556
9,15,0,0,1,0,0,0,1,0,0.23406442999839783
9,4,0,0,1,0,0,0,1,0,0.5292046666145325
9,4,0,0,1,0,0,0,1,0,0.11486625671386719
9,5,0,0,1,0,0,0,1,0,0.012777918018400669
9,5,0,0,1,0,0,0,1,0,0.007830383256077766
9,3,0,0,1,0,1,0,0,0,0.2670772969722748
9,2,0,0,1,0,0,0,1,0,0.028767447918653488
9,40,0,0,1,0,0,0,1,0,0.0037332114297896624
9,3,0,0,1,0,0,1,0,0,0.004624842666089535
9,3,0,0,1,0,0,1,0,0,0.1214379295706749
9,41,0,0,1,0,0,1,0,0,0.00793205201625824
9,41,0,0,1,0,0,1,0,0,0.08257384598255157
9,15,0,0,1,0,0,0,1,0,0.02741493470966816
9,45,0,0,1,0,0,1,0,0,0.12162277847528458
9,3,0,0,1,0,0,0,1,0,0.676688015460968
9,1,0,0,1,0,0,0,1,0,0.07291162014007568
9,8,0,0,1,0,0,0,0,1,0.003593687666580081
9,20,0,0,1,0,0,0,1,0,0.07591750472784042
50,15,0,0,1,0,0,0,1,0,0.00862373411655426
50,4,0,0,1,0,0,0,1,0,0.43775811791419983
50,3,0,0,1,0,1,0,0,0,0.6492061614990234
50,2,0,0,1,0,0,0,1,0,0.24467012286186218
50,40,0,0,1,0,0,0,1,0,0.016682347282767296
50,3,0,0,1,0,0,1,0,0,0.2506404221057892
50,3,0,0,1,0,0,1,0,0,0.013225434347987175
50,41,0,0,1,0,0,1,0,0,0.005984032992273569
50,41,0,0,1,0,0,1,0,0,0.040781036019325256
50,45,0,0,1,0,0,1,0,0,0.1519337296485901
50,45,0,0,1,0,0,1,0,0,0.09816676378250122
50,3,0,0,1,0,0,0,1,0,0.2116876244544983
50,1,0,0,1,0,0,0,1,0,0.006060080137103796
50,20,0,0,1,0,0,0,1,0,0.01631956733763218
8,4,0,0,0,1,0,0,1,0,0.009193286299705505
8,4,0,0,0,1,0,0,1,0,0.09035002440214157
8,5,0,0,0,1,0,0,1,0,0.012487964704632759
8,3,0,0,0,1,1,0,0,0,0.018972791731357574
8,2,0,0,0,1,0,0,1,0,0.27103373408317566
8,3,0,0,0,1,0,1,0,0,0.03945191949605942
8,3,0,0,0,1,0,1,0,0,0.0009408027399331331
8,41,0,0,0,1,0,1,0,0,0.8759558796882629
8,41,0,0,0,1,0,1,0,0,0.002674086717888713
