,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
71,2.0,3,1,0,0,0,1,0,0.037583768367767334
72,2.0,30,1,0,0,0,0,1,0.043003834784030914
73,2.0,15,1,0,0,0,0,1,0.0010768164647743106
74,2.0,600,1,0,0,0,0,1,0.008700026199221611
75,2.0,4200000,1,0,0,0,1,0,0.005669023375958204
76,2.0,15,1,0,0,0,0,1,0.0017442569369450212
77,2.0,60,1,0,0,0,0,1,0.0020593961235135794
78,2.0,5,1,0,0,0,0,1,0.0003989871474914253
79,2.0,5,1,0,0,0,0,1,0.00040544450166635215
80,2.0,1,1,0,0,0,1,0,0.0006076628342270851
81,2.0,1,1,0,0,0,1,0,0.0006296973442658782
82,2.0,140,1,0,0,1,0,0,0.020450804382562637
83,2.0,140,1,0,0,1,0,0,0.01956263743340969
84,2.0,310,1,0,0,1,0,0,0.0214686281979084
85,2.0,310,1,0,0,1,0,0,0.020577924326062202
86,2.0,2,1,0,1,0,0,0,0.019189056009054184
87,2.0,11,1,0,0,0,0,1,0.043751105666160583
88,2.0,2,1,0,1,0,0,0,0.9540975689888
89,2.0,3,1,0,0,0,0,1,5.444578346214257e-05
90,2.0,3,1,0,0,0,0,1,5.441878965939395e-05
91,2.0,60,1,0,0,0,0,1,0.00010264664888381958
92,2.0,15,1,0,0,0,0,1,0.00014433581964112818
93,2.0,100,1,0,0,0,1,0,0.00011003667168552056
94,2.0,100,1,0,0,0,1,0,0.0001075459731509909
95,2.0,15,1,0,0,0,0,1,0.00016023384523577988
96,2.0,30,1,0,0,0,0,1,0.00012225871614646167
97,2.0,7,1,0,0,0,0,1,4.8562680603936315e-05
