,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
52,2.0,15,1,0,0,0,0,1,0.0005586297484114766
53,2.0,5,1,0,0,0,1,0,0.0013722328003495932
54,2.0,5,1,0,0,0,1,0,0.0013870073016732931
55,2.0,5,1,0,0,0,1,0,0.0013482171343639493
56,2.0,5,1,0,0,0,1,0,0.0013529029674828053
57,2.0,4500,1,0,0,0,1,0,0.028513610363006592
58,2.0,4500,1,0,0,0,1,0,0.027719737961888313
59,2.0,20,1,0,0,0,0,1,0.040305882692337036
60,2.0,1,1,0,0,0,1,0,0.0013950804714113474
61,2.0,1,1,0,0,0,1,0,0.0014171345392242074
62,2.0,2,1,0,1,0,0,0,0.15023531019687653
63,2.0,35,1,0,0,0,0,1,0.024632683023810387
64,2.0,15,1,0,0,0,0,1,0.004940621554851532
65,2.0,70,1,0,0,0,0,1,0.008694731630384922
66,2.0,2,1,0,0,0,0,1,0.008186430670320988
67,2.0,50,1,0,0,0,0,1,0.005242920946329832
68,2.0,5,1,0,0,0,0,1,0.004797643516212702
69,2.0,5,1,0,0,0,0,1,0.004403086844831705
70,2.0,3,1,0,0,0,1,0,0.09453488886356354
71,2.0,3,1,0,0,0,1,0,0.09112337976694107
72,2.0,30,1,0,0,0,0,1,0.024930816143751144
73,2.0,15,1,0,0,0,0,1,0.0031859450973570347
74,2.0,600,1,0,0,0,0,1,0.005446678027510643
75,2.0,4200000,1,0,0,0,1,0,0.007066337391734123
76,2.0,15,1,0,0,0,0,1,0.005363450851291418
77,2.0,60,1,0,0,0,0,1,0.0028868757653981447
78,2.0,5,1,0,0,0,0,1,0.0017779412446543574
79,2.0,5,1,0,0,0,0,1,0.0016738357953727245
80,2.0,1,1,0,0,0,1,0,0.0013789008371531963
81,2.0,1,1,0,0,0,1,0,0.0013860975159332156
82,2.0,140,1,0,0,1,0,0,0.07796948403120041
83,2.0,140,1,0,0,1,0,0,0.07536495476961136
84,2.0,310,1,0,0,1,0,0,0.07527237385511398
85,2.0,310,1,0,0,1,0,0,0.07377909868955612
86,2.0,2,1,0,1,0,0,0,0.012979826889932156
87,2.0,11,1,0,0,0,0,1,0.05461091175675392
88,2.0,2,1,0,1,0,0,0,0.2771809995174408
89,2.0,3,1,0,0,0,0,1,0.0004992862814106047
90,2.0,3,1,0,0,0,0,1,0.0004794326960109174
91,2.0,60,1,0,0,0,0,1,0.0008288970566354692
92,2.0,15,1,0,0,0,0,1,0.00045632850378751755
93,2.0,100,1,0,0,0,1,0,0.0004835922154597938
94,2.0,100,1,0,0,0,1,0,0.0004326363850850612
95,2.0,15,1,0,0,0,0,1,0.0005586297484114766
96,2.0,30,1,0,0,0,0,1,0.0007456252933479846
97,2.0,7,1,0,0,0,0,1,0.0006173164583742619
