,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
80,2.0,1,1,0,0,0,1,0,0.0013235945953056216
81,2.0,1,1,0,0,0,1,0,0.0013800555607303977
82,2.0,140,1,0,0,1,0,0,0.09292283654212952
83,2.0,140,1,0,0,1,0,0,0.08995269984006882
84,2.0,310,1,0,0,1,0,0,0.08832056075334549
85,2.0,310,1,0,0,1,0,0,0.08735932409763336
86,2.0,2,1,0,1,0,0,0,0.006020179484039545
87,2.0,11,1,0,0,0,0,1,0.019836150109767914
88,2.0,2,1,0,1,0,0,0,0.03869509696960449
89,2.0,3,1,0,0,0,0,1,0.001005919766612351
90,2.0,3,1,0,0,0,0,1,0.0009542669868096709
91,2.0,60,1,0,0,0,0,1,0.0006155428127385676
92,2.0,15,1,0,0,0,0,1,0.0003175554156769067
93,2.0,100,1,0,0,0,1,0,0.00026617597904987633
94,2.0,100,1,0,0,0,1,0,0.00023664155742153525
95,2.0,15,1,0,0,0,0,1,0.00035510025918483734
96,2.0,30,1,0,0,0,0,1,0.0004039530176669359
97,2.0,7,1,0,0,0,0,1,0.000586525013204664
