,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
65,2.0,70,1,0,0,0,0,1,0.0013807720970362425
66,2.0,2,1,0,0,0,0,1,0.0025230965111404657
67,2.0,50,1,0,0,0,0,1,0.003308085259050131
68,2.0,5,1,0,0,0,0,1,0.001005404395982623
69,2.0,5,1,0,0,0,0,1,0.0009829364717006683
70,2.0,3,1,0,0,0,1,0,0.0035731089301407337
71,2.0,3,1,0,0,0,1,0,0.003674276638776064
72,2.0,30,1,0,0,0,0,1,0.0024884308222681284
73,2.0,15,1,0,0,0,0,1,0.004252688959240913
74,2.0,600,1,0,0,0,0,1,0.021490231156349182
75,2.0,4200000,1,0,0,0,1,0,0.007629570085555315
76,2.0,15,1,0,0,0,0,1,0.005583254620432854
77,2.0,60,1,0,0,0,0,1,0.005599459167569876
78,2.0,5,1,0,0,0,0,1,0.0026407521218061447
79,2.0,5,1,0,0,0,0,1,0.002637416124343872
80,2.0,1,1,0,0,0,1,0,0.000530779070686549
81,2.0,1,1,0,0,0,1,0,0.0005548081826418638
82,2.0,140,1,0,0,1,0,0,0.005468043033033609
83,2.0,140,1,0,0,1,0,0,0.005456000566482544
84,2.0,310,1,0,0,1,0,0,0.006635239347815514
85,2.0,310,1,0,0,1,0,0,0.006634202320128679
86,2.0,2,1,0,1,0,0,0,0.0010810965904965997
87,2.0,11,1,0,0,0,0,1,0.013505515642464161
88,2.0,2,1,0,1,0,0,0,0.019290171563625336
89,2.0,3,1,0,0,0,0,1,0.0010805710917338729
90,2.0,3,1,0,0,0,0,1,0.0010648805182427168
91,2.0,60,1,0,0,0,0,1,0.0007650706102140248
92,2.0,15,1,0,0,0,0,1,0.0002844308619387448
93,2.0,100,1,0,0,0,1,0,0.00014037579239811748
94,2.0,100,1,0,0,0,1,0,0.00013978927745483816
95,2.0,15,1,0,0,0,0,1,0.0003115898580290377
96,2.0,30,1,0,0,0,0,1,0.0002143775491276756
97,2.0,7,1,0,0,0,0,1,0.002008572220802307
