,size_x,size_y,boolean_x,string_x,boolean_y,float_y,integer_y,string_y,outputscore
66,2.0,2,1,0,0,0,0,1,0.015105098485946655
67,2.0,50,1,0,0,0,0,1,0.01754027232527733
68,2.0,5,1,0,0,0,0,1,0.004617751110345125
69,2.0,5,1,0,0,0,0,1,0.00430621113628149
70,2.0,3,1,0,0,0,1,0,0.14669333398342133
71,2.0,3,1,0,0,0,1,0,0.14113657176494598
72,2.0,30,1,0,0,0,0,1,0.05509432777762413
73,2.0,15,1,0,0,0,0,1,0.016327394172549248
74,2.0,600,1,0,0,0,0,1,0.022767651826143265
75,2.0,4200000,1,0,0,0,1,0,0.019882211461663246
76,2.0,15,1,0,0,0,0,1,0.014803227968513966
77,2.0,60,1,0,0,0,0,1,0.016425058245658875
78,2.0,5,1,0,0,0,0,1,0.006142762955278158
79,2.0,5,1,0,0,0,0,1,0.005849841516464949
80,2.0,1,1,0,0,0,1,0,0.005711347796022892
81,2.0,1,1,0,0,0,1,0,0.005538457073271275
82,2.0,140,1,0,0,1,0,0,0.0959143340587616
83,2.0,140,1,0,0,1,0,0,0.09297360479831696
84,2.0,310,1,0,0,1,0,0,0.08974702656269073
85,2.0,310,1,0,0,1,0,0,0.08906112611293793
86,2.0,2,1,0,1,0,0,0,0.04751924052834511
87,2.0,11,1,0,0,0,0,1,0.14315173029899597
88,2.0,2,1,0,1,0,0,0,0.617043137550354
89,2.0,3,1,0,0,0,0,1,0.0022459840402007103
90,2.0,3,1,0,0,0,0,1,0.00210724794305861
91,2.0,60,1,0,0,0,0,1,0.003759845858439803
92,2.0,15,1,0,0,0,0,1,0.0014748668763786554
93,2.0,100,1,0,0,0,1,0,0.0011742511996999383
94,2.0,100,1,0,0,0,1,0,0.0010668126633390784
95,2.0,15,1,0,0,0,0,1,0.0015265108086168766
96,2.0,30,1,0,0,0,0,1,0.002503621391952038
97,2.0,7,1,0,0,0,0,1,0.0025529225822538137
