,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
75,5,41,0,1,0,0,1,0,0,0.2884480357170105
76,5,41,0,1,0,0,1,0,0,0.250230997800827
77,5,15,0,1,0,0,0,1,0,0.26833483576774597
78,5,45,0,1,0,0,1,0,0,0.293735146522522
79,5,45,0,1,0,0,1,0,0,0.26100265979766846
80,5,3,0,1,0,0,0,1,0,0.29803845286369324
81,5,3,0,1,0,0,0,1,0,0.30304837226867676
82,5,1,0,1,0,0,0,1,0,0.2969343066215515
83,5,8,0,1,0,0,0,0,1,0.3172798752784729
84,5,20,0,1,0,0,0,1,0,0.426827609539032
85,5,6,0,1,0,0,0,1,0,0.3401642143726349
86,5,60,0,1,0,0,1,0,0,0.36901482939720154
87,5,4,0,1,0,0,1,0,0,0.41960829496383667
88,5,3,0,1,0,1,0,0,0,0.43509340286254883
89,5,20,0,1,0,0,0,1,0,0.32034745812416077
90,5,5,0,1,0,0,0,1,0,0.4197525382041931
91,5,5,0,1,0,0,0,1,0,0.3575778603553772
92,5,7,0,1,0,0,0,1,0,0.4302035868167877
93,5,3,0,1,0,0,0,1,0,0.41266587376594543
94,5,8,0,1,0,0,0,0,1,0.4430507719516754
95,5,3,0,1,0,0,0,1,0,0.41284477710723877
96,5,20,0,1,0,0,0,1,0,0.5758273005485535
97,8,3,0,0,1,0,0,1,0,0.3784816265106201
98,8,4,0,0,1,0,0,1,0,0.3952083885669708
99,8,4,0,0,1,0,1,0,0,0.45113107562065125
100,8,4000,0,0,1,0,0,1,0,0.45790523290634155
101,8,2,0,0,1,0,1,0,0,0.4552646577358246
102,8,50,0,0,1,0,0,1,0,0.49778950214385986
103,8,150,0,0,1,0,0,1,0,0.46800369024276733
104,8,8,0,0,1,0,0,1,0,0.461030513048172
105,8,300,0,0,1,0,0,1,0,0.5247518420219421
106,8,150,0,0,1,0,0,1,0,0.5034974813461304
107,8,40,0,0,1,0,0,1,0,0.6703736186027527
108,4,3,0,1,0,0,0,1,0,0.3094378113746643
109,4,4,0,1,0,1,0,0,0,0.4996330738067627
110,4,15,0,1,0,0,0,1,0,0.36647769808769226
111,4,12,0,1,0,0,0,1,0,0.48824450373649597
112,4,8,0,1,0,0,0,0,1,0.513206422328949
113,15,3,0,1,0,0,0,1,0,0.33831703662872314
114,15,4,0,1,0,1,0,0,0,0.5721351504325867
115,15,15,0,1,0,0,0,1,0,0.3819192051887512
116,15,12,0,1,0,0,0,1,0,0.5484030842781067
117,15,8,0,1,0,0,0,0,1,0.5799850225448608
118,40,3,0,1,0,0,0,1,0,0.3616115152835846
119,40,7,0,1,0,0,0,1,0,0.20735499262809753
120,40,10,0,1,0,0,0,1,0,0.25130990147590637
121,40,4,0,1,0,1,0,0,0,0.2960438132286072
122,40,6,0,1,0,0,0,1,0,0.28718504309654236
123,40,8,0,1,0,0,0,0,1,0.3080751895904541
124,40,20,0,1,0,0,0,1,0,0.3876418471336365
125,70,8,0,1,0,0,0,1,0,0.574987530708313
126,70,25,0,1,0,0,0,1,0,0.6008529663085938
127,70,40,0,1,0,0,0,1,0,0.384571373462677
128,70,15,0,1,0,0,0,1,0,0.40881526470184326
129,70,2,0,1,0,0,1,0,0,0.603208601474762
130,70,60,0,1,0,0,0,1,0,0.6952176094055176
