,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
33,30,4,0,1,0,0,1,0,0,0.46201789379119873
34,30,3,0,1,0,1,0,0,0,0.4559779763221741
35,30,20,0,1,0,0,0,1,0,0.4605717658996582
36,30,5,0,1,0,0,0,1,0,0.4560471773147583
37,30,5,0,1,0,0,0,1,0,0.437669038772583
38,30,7,0,1,0,0,0,1,0,0.46020132303237915
39,30,3,0,1,0,0,0,1,0,0.45506832003593445
40,30,8,0,1,0,0,0,0,1,0.45969393849372864
41,30,3,0,1,0,0,0,1,0,0.4597994089126587
42,30,20,0,1,0,0,0,1,0,0.49487921595573425
43,60,3,0,1,0,0,0,1,0,0.4070456624031067
44,60,4,0,1,0,0,0,1,0,0.39820605516433716
45,60,4,0,1,0,0,1,0,0,0.4352983832359314
46,60,4000,0,1,0,0,0,1,0,0.4288884699344635
47,60,2,0,1,0,0,1,0,0,0.4367731511592865
48,60,50,0,1,0,0,0,1,0,0.44097790122032166
49,60,150,0,1,0,0,0,1,0,0.43490955233573914
50,60,8,0,1,0,0,0,1,0,0.449208527803421
51,60,300,0,1,0,0,0,1,0,0.4547119736671448
52,60,150,0,1,0,0,0,1,0,0.45871490240097046
53,60,40,0,1,0,0,0,1,0,0.49440109729766846
54,8,3,0,1,0,0,0,1,0,0.40821027755737305
55,8,7,0,1,0,0,0,1,0,0.3406735062599182
56,8,10,0,1,0,0,0,1,0,0.39228588342666626
57,8,4,0,1,0,1,0,0,0,0.38547179102897644
58,8,6,0,1,0,0,0,1,0,0.39027178287506104
59,8,8,0,1,0,0,0,0,1,0.3889230787754059
60,8,20,0,1,0,0,0,1,0,0.4105966091156006
61,4000,8,0,1,0,0,0,1,0,0.4292200803756714
62,4000,300,0,1,0,0,0,1,0,0.43558165431022644
63,4000,150,0,1,0,0,0,1,0,0.43455609679222107
64,4000,40,0,1,0,0,0,1,0,0.4729955196380615
65,5,15,0,1,0,0,0,1,0,0.43220025300979614
66,5,4,0,1,0,0,0,1,0,0.4326534867286682
67,5,4,0,1,0,0,0,1,0,0.41131192445755005
68,5,5,0,1,0,0,0,1,0,0.433830589056015
69,5,5,0,1,0,0,0,1,0,0.41469788551330566
70,5,3,0,1,0,1,0,0,0,0.4327206313610077
71,5,2,0,1,0,0,0,1,0,0.4350472390651703
72,5,40,0,1,0,0,0,1,0,0.42394307255744934
73,5,3,0,1,0,0,1,0,0,0.43358153104782104
74,5,3,0,1,0,0,1,0,0,0.411439448595047
75,5,41,0,1,0,0,1,0,0,0.43616169691085815
76,5,41,0,1,0,0,1,0,0,0.41324999928474426
77,5,15,0,1,0,0,0,1,0,0.4370695650577545
78,5,45,0,1,0,0,1,0,0,0.4277033507823944
79,5,45,0,1,0,0,1,0,0,0.4083644151687622
80,5,3,0,1,0,0,0,1,0,0.4366486072540283
81,5,3,0,1,0,0,0,1,0,0.43401676416397095
82,5,1,0,1,0,0,0,1,0,0.4314003586769104
83,5,8,0,1,0,0,0,0,1,0.4363075792789459
84,5,20,0,1,0,0,0,1,0,0.4578074812889099
85,5,6,0,1,0,0,0,1,0,0.41604524850845337
86,5,60,0,1,0,0,1,0,0,0.42625951766967773
87,5,4,0,1,0,0,1,0,0,0.4589514136314392
88,5,3,0,1,0,1,0,0,0,0.455591082572937
89,5,20,0,1,0,0,0,1,0,0.45243537425994873
90,5,5,0,1,0,0,0,1,0,0.4538179039955139
91,5,5,0,1,0,0,0,1,0,0.43417075276374817
92,5,7,0,1,0,0,0,1,0,0.45948514342308044
93,5,3,0,1,0,0,0,1,0,0.45302075147628784
94,5,8,0,1,0,0,0,0,1,0.4587196111679077
95,5,3,0,1,0,0,0,1,0,0.454805850982666
96,5,20,0,1,0,0,0,1,0,0.48913997411727905
97,8,3,0,0,1,0,0,1,0,0.41201651096343994
98,8,4,0,0,1,0,0,1,0,0.40091007947921753
99,8,4,0,0,1,0,1,0,0,0.43535053730010986
100,8,4000,0,0,1,0,0,1,0,0.4248209297657013
101,8,2,0,0,1,0,1,0,0,0.43556657433509827
102,8,50,0,0,1,0,0,1,0,0.43783944845199585
103,8,150,0,0,1,0,0,1,0,0.436242938041687
104,8,8,0,0,1,0,0,1,0,0.45201191306114197
105,8,300,0,0,1,0,0,1,0,0.45741933584213257
106,8,150,0,0,1,0,0,1,0,0.45919662714004517
107,8,40,0,0,1,0,0,1,0,0.49824777245521545
108,4,3,0,1,0,0,0,1,0,0.39325055480003357
109,4,4,0,1,0,1,0,0,0,0.4598096013069153
110,4,15,0,1,0,0,0,1,0,0.44049158692359924
111,4,12,0,1,0,0,0,1,0,0.4573456645011902
112,4,8,0,1,0,0,0,0,1,0.46017396450042725
113,15,3,0,1,0,0,0,1,0,0.4000750780105591
114,15,4,0,1,0,1,0,0,0,0.4809015095233917
115,15,15,0,1,0,0,0,1,0,0.45944687724113464
116,15,12,0,1,0,0,0,1,0,0.48058730363845825
117,15,8,0,1,0,0,0,0,1,0.4851381480693817
118,40,3,0,1,0,0,0,1,0,0.40318647027015686
119,40,7,0,1,0,0,0,1,0,0.3412696123123169
120,40,10,0,1,0,0,0,1,0,0.3893328607082367
121,40,4,0,1,0,1,0,0,0,0.3774060904979706
122,40,6,0,1,0,0,0,1,0,0.38441482186317444
123,40,8,0,1,0,0,0,0,1,0.3828684687614441
124,40,20,0,1,0,0,0,1,0,0.4087804853916168
125,70,8,0,1,0,0,0,1,0,0.486308217048645
126,70,25,0,1,0,0,0,1,0,0.4929950535297394
127,70,40,0,1,0,0,0,1,0,0.44929319620132446
128,70,15,0,1,0,0,0,1,0,0.4633246064186096
129,70,2,0,1,0,0,1,0,0,0.4839323163032532
130,70,60,0,1,0,0,0,1,0,0.5095323324203491
