,size1,size2,integer_x,string_x,time_x,date_y,integer_y,string_y,time_y,outputscore
116,15,12,0,1,0,0,0,1,0,0.5066999197006226
117,15,8,0,1,0,0,0,0,1,0.5093857645988464
118,40,3,0,1,0,0,0,1,0,0.4181748926639557
119,40,7,0,1,0,0,0,1,0,0.3314887285232544
120,40,10,0,1,0,0,0,1,0,0.3615766167640686
121,40,4,0,1,0,1,0,0,0,0.3910735845565796
122,40,6,0,1,0,0,0,1,0,0.38461819291114807
123,40,8,0,1,0,0,0,0,1,0.3945072889328003
124,40,20,0,1,0,0,0,1,0,0.41261616349220276
125,70,8,0,1,0,0,0,1,0,0.48856842517852783
126,70,25,0,1,0,0,0,1,0,0.49962031841278076
127,70,40,0,1,0,0,0,1,0,0.4123399555683136
128,70,15,0,1,0,0,0,1,0,0.42461445927619934
129,70,2,0,1,0,0,1,0,0,0.49654555320739746
130,70,60,0,1,0,0,0,1,0,0.5174254775047302
